code,dept,number,name,credits,semester,prereqs,description
OSM4700,OSM,4700,Logistics and Transportation Management,3.0,Spring,(MA2710 or MA2720 or MA3710 or CE3710 or CEE3710) and (MA1135 or MA1160 or MA1161 or MA1121),"Focuses on the transportation and distribution services that support demand fulfillment from the receipt of customer orders to order fulfillment. Topics include customer service, order fulfillment, inventory, transportation costs and modes, facility design and operation, carrier selection, and negotiation."
OSM4990,OSM,4990,Special Topics in Supply Chain and Operations Management,3.0,On Demand,OSM3000,"Examines additional supply chain and/or operations management topics and issues in greater depth. A single offering of this course will concentrate on one or two topics, which vary."
PE1000,PE,1000,Fitness Foundations,1.0,"Fall, Spring",,Students will be introduced to practices and physical activities that they can incorporate into their daily life to sustain their healthy body and mind.
PE1010,PE,1010,Active Michigan Tech,1.0,"Fall, Spring, Summer",,"Course will focus on developing student well-being through self-guided learning. Topics of interest will include mindfulness, nutrition, sleep, and movement."
PE1028,PE,1028,Ski Patrol - Outdoor Emergency Transport,1.0,Spring,,"National Ski Patrol training involving fitness, skiing proficiency, toboggan handling, and lift evacuation. Requires payment of dues to become a member of National Ski Patrol. Participation in this course requires PSIA Level skiing/boarding skill. Students must provide own equipment Some rentals available at Mont Ripley. Skills demonstration required for continued enrollment."
PE1101,PE,1101,Team Sports,1.0,"Fall, Spring",,"Students will demonstrate fundamental skills, knowledge of rules, strategies, and safety of the following team sports necessary for participation: flag football, softball, volleyball, soccer, basketball, and floor hockey. Students should bring a glove for softball."
PE1102,PE,1102,Hockey,1.0,"Fall, Spring",,"Individual skills, team techniques, rules, and strategies.  Requires basic hockey equipment of helmet with face mask, shoulder pads, hockey pants, shin pads, elbow pads, hockey gloves, skates, supporter, jersey, hockey socks, hockey stick."
PE1103,PE,1103,Bait and Fly Casting,1.0,On Demand,,Bait and fly casting skills. Each student must have a valid current year Michigan fishing license. Trout stamp is optional. Equipment is available if needed. Requires some additional hours outside of class.
PE1105,PE,1105,Bowling,1.0,"Fall, Spring",,"Students will learn skills, rules, and scoring of bowling. Including skills and strategy involved in tournament play."
PE1106,PE,1106,Golf,1.0,"Fall, Spring",,"Intermediate to advanced individual instruction in golf techniques, terms, courtesies, and tournament regulations. Equipment needed; some rental clubs available."
PE1108,PE,1108,Broomball,1.0,Spring,,"Students will learn the rules, strategy, and safety needed to compete in broomball. Offensive and defensive zone coverages and individual skills are stressed. Team play with officials."
PE1109,PE,1109,Aikido,1.0,"Fall, Spring",,Aikido is a modern Japanese martial arts discipline that uses martial arts training as a means of character development.
PE1113,PE,1113,Disc Sports,1.0,"Fall, Spring",,"Students will demonstrate fundamental skills, knowledge of rules, strategies, and safety disc golf, frisbockey, and ultimate frisbee. Equipment provided."
PE1115,PE,1115,Beginning Swimming,1.0,"Fall, Spring, Summer",,"Non-swimmers learn to have no fear of water, to float, and to swim the four fundamental strokes."
PE1116,PE,1116,Intermediate Swimming,1.0,"Fall, Spring",,Students learn to swim four basic strokes with proficiency.  Requires ability to swim the length of pool comfortably.
PE1117,PE,1117,Fitness Swimming,1.0,"Fall, Spring",,Practices the basic strokes; introduces knowledge in creating workouts to encourage swimming as a lifetime fitness activity.
PE1118,PE,1118,Weight/Fitness Training,1.0,"Fall, Spring",,This course is designed to introduce students to a variety of weight and fitness activities to improve their well- being. Activities will include using aerobic and strength training machines. Students will learn basic concepts on how to safely and properly use the fitness center equipment.
PE1119,PE,1119,Conditioning,1.0,"Fall, Spring",,"Students will demonstrate the fundamental knowledge and skills of conditioning, leading to continued enjoyment and participation as a lifelong activity."
PE1120,PE,1120,Beginning Alpine Skiing (Downhill),1.0,Spring,,"Beginning skills of alpine skiing techniques taught, evaluated, and recommendations made for improvement. Exclusively for beginners and never evers, students with more advanced should not enroll. Must arrange own transportation to Mont Ripley. Students must also provide equipment, including a helmet, or pre-arrange, for a fee, for daily/seasonal rental through Mont Ripley. Some online participation is necessary."
PE1121,PE,1121,Beginning Snowboarding,1.0,Spring,,"Beginning skills of snowboarding techniques are taught and evaluated, and recommendations are made for improvement. Exclusively for beginners and never evers, students with more advanced skills should not enroll. Students must arrange own transportation to Mont Ripley. Students must also provide equipment, including a helmet, or pre-arrange for a fee for daily/seasonal rental through Mont Ripley. Some online participation is necessary."
PE1123,PE,1123,Telemark Skiing,1.0,Spring,,"The fundamentals of Telemark skiing techniques will be taught and evaluated, and recommendations for improvement will be provided. While some prior experience in alpine or Nordic skiing is preferred, it is not required. Students must arrange their own transportation and provide their own Telemark ski equipment including a helmet. A limited number of Tele rentals are available at Mont Ripley for a fee, which should be arranged in advance. Some online participation is necessary."
PE1124,PE,1124,Intermediate Alpine Skiing (Downhill),1.0,Spring,,"This course focuses on teaching and evaluating intermediate to advanced alpine skiing techniques, with recommendations for improvement. Students will explore a variety of terrain beyond the beginner level. Students must provide transportation to Mont Ripley. Students must provide equipment, including a helmet or pre-arrange for a fee for daily/seasonal rental through Mont Ripley. Some online participation is necessary."
PE1125,PE,1125,Intermediate Snowboarding,1.0,Spring,,"This course focuses on teaching and evaluating intermediate to advanced snowboarding techniques, with recommendations for improvement. Students will explore a variety of terrain beyond the beginner level. Students must provide transportation to Mont Ripley. Students must provide equipment, including a helmet, or pre-arrange for a fee for daily/seasonal rental through Mont Ripley. Some online participation is necessary."
PE1126,PE,1126,Advanced Skiing,1.0,Spring,,"Advanced skills of skiing techniques taught, evaluated, and recommendations made for improvement. Note that steep, narrow, and ungroomed terrain may present challenges. Multiple years of previous skiing are suggested. Students must provide transportation to Mont Ripley. Students must provide equipment, including a helmet, or pre-arrange for a fee for daily/seasonal rental through Mont Ripley. Some online participation is necessary."
PE1127,PE,1127,Advanced Snowboarding,1.0,Spring,,"Advanced skills of skiing techniques taught, evaluated, and recommendations made for improvement. Note that steep, narrow, and ungroomed terrain may present challenges. Multiple years of previous skiing are suggested. Students must provide transportation to Mont Ripley. Students must provide equipment, including a helmet, or pre-arrange for daily/seasonal rental through Mont Ripley. Some online participation is necessary."
PE1128,PE,1128,Alpine Skiing Fusion,1.0,Spring,,"Self-paced class requires student to submit electronic tracings that document activity on a weekly basis. Electronic app used to uniquely document runs, vertical feet skied and time descending on hill. Total of 14 hours moving on the hill is required."
PE1129,PE,1129,Snowboard Fusion,1.0,Spring,,"Self-paced class requires student to submit electronic tracings that document activity on weekly basis. Electronic app used to uniquely document runs, vertical feet boarded and time descending on hill. Total of 14 hours moving on the hill is required."
PE1135,PE,1135,Cross Country Skiing,1.0,Spring,,Develop the skills for touring/recreational cross-country skiing. Own equipment is recommended; rental equipment  available.
PE1138,PE,1138,Racquet Sports,1.0,"Fall, Spring",,"Students will demonstrate fundamental skills, knowledge of rules, strategies, and safety of table tennis, racquetball, and badminton. Equipment provided."
PE1140,PE,1140,Tennis,1.0,"Fall, Spring",,"Fundamentals of the game, rules, and etiquette of tennis. Non-marking court shoes must be worn. Tennis balls and racquets provided. Recommend use of personal racquet."
PE1142,PE,1142,Introduction to Brazilian Jiu Jitsu,1.0,"Fall, Spring",,"This course introduces students to the fundamentals of Brazilian Jiu Jitsu. This is a martial art, combat sport and self defense system that focuses on grappling and ground fighting."
PE1145,PE,1145,Rifle Marksmanship,1.0,"Fall, Spring",,"Introduces students to marksmanship skills in small bore target shooting. Increases students' knowledge of firearm safety, international target shooting styles, and shooting sports competition methods and techniques for rifle target shooting."
PE1146,PE,1146,Billiards,1.0,"Fall, Spring",,"Introduction to the etiquette, rules, and recreational  value of pocket billiards."
PE1148,PE,1148,Skating,1.0,"Fall, Spring",,"Fundamental skills of ice skating, including proper  stroking forward and backward, edges, crossovers, stops,  and other basic skills. Requires own skates and helmets."
PE1150,PE,1150,Lifetime Activities,1.0,Summer,,"This class will introduce students to a variety of recreational activities often used in a social/leisure  setting (i.e. ladder golf, disc golf, croquet, etc.)."
PE1152,PE,1152,Social Dance,1.0,"Fall, Spring",,"Fundamentals of social dance, providing the basic skills, concepts of movement, style, and fundamental step patterns. Emphasis on the development of fundamental dance skills and practice in utilizing dance techniques."
PE1153,PE,1153,Zumba,1.0,"Fall, Spring",,"Zumba is a Latin-inspired, dance-fitness class that incorporates Latin/International music and dance movements, creating a dynamic, exciting, and effective fitness program. The Zumba program integrates basic principles of aerobic, interval, and resistance training to improve cardiovascular health while increasing muscular fitness and flexibility."
PE1154,PE,1154,Aerobics,1.0,"Fall, Spring",,"Improvement of cardiovascular fitness, strength,  coordination, and body mechanics through exercise."
PE1155,PE,1155,Road Biking,1.0,Fall,,"Learn to be comfortable and confident while riding a regular road bike.  Covers basic maintenance repair procedures. Requires own equipment and supplies, including a bike helmet."
PE1156,PE,1156,Mountain Biking,1.0,"Fall, Summer",,Learn to be comfortable and confident while riding a  mountain bike off-road. Covers basic maintenance repair  procedures. Requires own equipment and supplies as well as  a biking helmet.
PE1165,PE,1165,Rowing,1.0,"Fall, Spring",,This course will teach rowing techniques using indoor rowing machines (ergometers). Classes will consist of learning the parts of the stroke and rowing as a crew. Students will also experience and develop rowing-based workouts designed to target endurance and strength.
PE1167,PE,1167,Beginning Yoga,1.0,"Fall, Spring",,"Learn the basics or compliment previous experience while improving flexibility, balance and concentration. Improve focus. Relax mentally and physically."
PE1169,PE,1169,Indoor Cycling,1.0,"Fall, Spring",,"High energy, group cycling class utilizing music to motivate and encourage active engagement throughout the course session. Students will be able to identify basic steps used to ensure proper and safe bike set, recognize and safely demonstrate core moves, and apply rate of perceived exertion in specific work zones to achieve fitness goals."
PE1170,PE,1170,TaeKwonDo,1.0,"Fall, Spring",,"Introduction to the basic kicking, blocking, punching, joint locking, and self-defense techniques of TaeKwonDo and Hapkido. Emphasizes improvement of flexibility, skills and strategies."
PE1175,PE,1175,Hiking,1.0,Summer,,"Fundamental knowledge and skills specific to hiking will be covered. Appropriate clothing and footwear for hiking is recommended. Course meets on weekends (usually Saturdays). Due to class structure, students must attend all classes - No Exceptions."
PE1177,PE,1177,Fundamentals of Laser Tag,1.0,"Fall, Spring, Summer",,Tactical laser tag.
PE1205,PE,1205,Special Topics,0.5,"Fall, Spring, Summer",,Unconventional activity courses that address varying and  changing student interests. Topics vary.
PE1209,PE,1209,Intermediate Aikido,1.0,On Demand,,This course is designed to be a continuation of Aikido.
PE1210,PE,1210,Special Topics,1.0,"Fall, Spring, Summer",,Unconventional activity courses that address varying and changing student interests. Topics vary.
PE1220,PE,1220,Introduction to Canoeing,1.0,Fall,,"Fundamental knowledge and skills of canoeing leading to continued enjoyment and participant as a lifelong activity. Students will practice/learn the basic strokes, and be knowledgeable about proper care and use of equipment related to canoeing."
PE1225,PE,1225,Indoor Rock Climbing,1.0,"Fall, Spring",,"Fundamental knowledge and skills of rock climbing leading to continued enjoyment and participation as a lifelong activity. Students will practice/learn the basic terminology, knots, equipment, policies and procedures, and be knowledgeable in the proper care and use of equipment related to climbing, as well as safety concerns when climbing."
PE1230,PE,1230,Introduction to Kayaking,1.0,Fall,,"Fundamental knowledge and skills of kayaking leading to continued enjoyment and participation as a lifelong activity. Students will learn/practice basic strokes, and be knowledgeable in the proper care and uses of equipment related to kayaking, as well as safety concerns when kayaking."
PE1235,PE,1235,Introduction to Log Rolling,1.0,"Fall, Spring, Summer",,"Fundamental knowledge and skills of log rolling as a sport, the different steps including front, back, and skip steps, and techniques of getting on the log. Log rolling is a different style of workout that works on balance, core, and endurance. History of Log Rolling and current competitive opportunities will be covered."
PE1240,PE,1240,Snowshoeing,1.0,Spring,,"Fundamental knowledge and skills of snowshoeing leading to continued enjoyment and participation as a lifelong activity. Students will learn about equipment, proper care and storage of equipment, and basic concepts of snowshoeing."
PE1242,PE,1242,Brazilian Jiu Jitsu II,1.0,"Fall, Spring",,"Advanced fundamentals of Brazilian Jiu Jitsu, which is a martial art, combat sport and self defense system that focuses on grappling and ground fighting."
PE1245,PE,1245,Wilderness First Responder,1.0,On Demand,,"The definitive wilderness course in medical training, leadership, and critical thinking for outdoor, low-resource, and remote professionals and leaders. This course is the ideal medical training for leaders in remote areas, as well as general recreation users in remote in wild settings."
PE1250,PE,1250,Paintball,1.0,"Fall, Spring",,Students will be exposed to the sport of paintball for enjoyment and physical exercise in a relaxed outdoor setting.
PE1267,PE,1267,Intermediate Yoga,1.0,"Fall, Spring",,Combined ancient Hatha yoga poses with modern fitness movement to create a total mind/body workout for all fitness levels. Improve breathing and oxygen intake.
PE1270,PE,1270,Cardio TaeKwonDo,1.0,"Fall, Spring",,"Improvement of kicking, blocking, punching, joint locking, and self-defense techniques. Emphasizes improvement of skills and strategies involved in TaeKwonDo."
PE1277,PE,1277,Strategies of Laser Tag,1.0,"Fall, Spring",,Strategies of laser tag.
PE1330,PE,1330,Club Sports,1.0,"Fall, Spring",,Club sport participation based on student interest. Group must be on the approved list of sports and all membership requirements must be up to date. Students enrolling in this course must participate in 14 hours of activity during the semester. Participation is tracked by instructor of record. No retroactive credit will be awarded for involvement in club sport activity.
PE1342,PE,1342,Intro to Kickboxing,1.0,"Fall, Spring",,"Students will demonstrate fundamental knowledge and skills specific for participation and enjoyment as a lifelong recreational activity. Learn the basics in the sport of kickboxing. Kickboxing is a martial art, combat sport, and a self-defense system that focuses on using footwork, a variety of punches and kicking techniques."
PE1367,PE,1367,Mindful Yoga,1.0,"Fall, Spring, Summer",,A restorative yoga class that is very gentle and has an emphasis on meditations/mindfulness.
PE1425,PE,1425,Intramurals,1.0,"Fall, Spring",,Intramural activity that addresses varying and changing student interests. Sports vary. Students must be a member of IMleagues.com/MTU. Students enrolling in the course must participate in 14 games/contests during the portion of the semester that the course is offered to receive a passing grade. Participation is tracked via IMleagues.com/MTU. No retroactive credit will be awarded for involvement in intramural activities.
PE1430,PE,1430,Club Sports Leadership,1.0,"Fall, Spring",,Leadership in club sport participation based on student interests. Students enrolling in this course must hold a position of leadership within the club sport. Group must be on approved list of sports and all membership requirements up to date. Students must participate in 14 hours of leadership activity during the semester. Participation is tracked by instructor of record. No retroactive credit will be awarded for invlovment in club sport activity.
PE1435,PE,1435,Self Defense for Women,1.0,"Fall, Spring",,"The Rape Aggression Defense System is a program of realistic, self-defense tactics and techniques. The R.A.D. System is a comprehensive course for women that begins with awareness, prevention, risk reduction and avoidance, while progressing on to the basics of hands-on defense training. R.A.D. is not a martial arts program."
PE1436,PE,1436,Self Defense for Men,1.0,"Fall, Spring",,Course teaches the Rape Aggression Defense System for men (TM). Participants will have the opportunity to raise their awareness of aggressive behavior. Hands-on self-defense skills to resist and escape aggressive behavior will be practiced.
PE1442,PE,1442,Kickboxing II,1.0,"Fall, Spring",,"Students will continue learning fundamental knowledge and skills specific to the course for participation and enjoyment as a lifelong recreational activity. Kickboxing is a martial art, combat sport, and a self-defense system that focuses on distance management, striking, and defense while on the feet."
PE1450,PE,1450,Physical Education Fusion-Full,1.0,"Fall, Spring, Summer",,Self-paced class requires student to submit electronic tracking that documents activity on weekly basis. An electronic app is used to uniquely document physical activity time. A total of 14 hours of physical activity required for passing grade.
PE1451,PE,1451,Mountain/Road Bike Fusion,1.0,"Fall, Spring, Summer",,"Self-paced class requires student to submit electronic tracing that document activity on weekly basis. Electronic app used to uniquely document rides, distance, and pace. Total of 14 hours of riding required for passing grade. Students need to provide bike and safety equipment."
PE1470,PE,1470,Lifeguard Swimming,1.0,"Fall, Spring",,"Water strokes and skills required for Lifeguard Training. Requires strong 500-yard continuous swim using front crawl, breaststroke, and sidestroke.  Students that successfully complete this course will earn a certification in American Red Cross CPR/AED/First Aid &amp; Lifeguarding."
PE1480,PE,1480,Water Safety Instructor,1.0,"Fall, Spring",,"This course is to train instructor candidates to teach courses and presentation in the American Red Cross swimming and water safety program by developing their understandind of how to use the course materials, how to conduct training sessions, and how to evaluate participants' progress."
PE2010,PE,2010,Varsity Football,1.0,Fall,,Selective collegiate-level sports participation requiring  an elite level of skill and extensive time commitment.
PE2020,PE,2020,Varsity Basketball,1.0,"Fall, Spring",,Selective collegiate-level sports participation requiring  an elite level of skill and extensive time commitment.
PE2030,PE,2030,Varsity Hockey,1.0,"Fall, Spring",,Selective collegiate-level sports participation requiring  an elite level of skill and extensive time commitment.
PE2040,PE,2040,Varsity Nordic Skiing,1.0,Spring,,Selective collegiate-level sports participation requiring  an elite level of skill and extensive time commitment.
PE2050,PE,2050,Varsity Soccer,1.0,"Fall, Spring",,Selective collegiate-level sports participation requiring an elite level of skill and extensive time commitment.
PE2080,PE,2080,Varsity Track,1.0,Spring,,Selective collegiate-level sports participation requiring  an elite level of skill and extensive time commitment.
PE2090,PE,2090,Varsity Tennis,1.0,"Fall, Spring",,Selective collegiate-level sports participation requiring  an elite level of skill and extensive time commitment.
PE2130,PE,2130,Varsity Volleyball,1.0,Fall,,Selective collegiate-level sports participation requiring  an elite level of skill and extensive time commitment.
PE2140,PE,2140,Varsity Cross Country,1.0,Fall,,Selective collegiate-level sports participation requiring  an elite level of skill and extensive  time commitment.
PE2150,PE,2150,Cross Training,1.0,"Fall, Spring",,A broad base understanding of sports cross training and  activities that can be pursued as lifelong activities.
PE2160,PE,2160,Varsity ESports,1.0,"Fall, Spring",,Selective collegiate-level sports participation requiring  an elite level of skill and extensive time commitment.
PE2210,PE,2210,Special Topics in Physical Education,1.0,"Fall, Spring, Summer",,Unconventional activity courses that address varying and  changing student interests. Topics vary.  May be repeated if topics are different.
PH1090,PH,1090,The Physics Behind Music,3.0,"Fall, Spring",MA1031(C) or MA1032(C) or MA1120(C),"Physics concepts and methods associated with musical instruments, musical recording, and musical acoustics are discussed at an introductory level.  Topics include periodic motion, normal modes and resonance, superposition and Fourier series, waves, sound and acoustics, magnetism and electromagnetic induction, and topics from non-linear physics.  Course is also offered online on demand in spring and summer semesters."
PH1091,PH,1091,The Physics Behind Music Lab,1.0,Fall,PH1090(C),A companion hands-on lab course covering topics from PH1090.
PH1100,PH,1100,Physics by Inquiry I,1.0,"Fall, Spring, Summer",MA1160(C) or MA1161(C) or MA1121(C),"Experiments covering kinematics, force, conservation of momentum, conservation of energy, and waves are explored through guided construction. The course emphasizes understanding physical concepts through inquiry and the scientific method"
PH1110,PH,1110,College Physics I,3.0,"Fall, Summer",MA1031 or MA1032 or MA1120 or MA1135(C) or MA1160(C) or MA1161(C) or MA1121(C) or ALEKS Math Placement >= 76 or CEEB Calculus AB >= 2 or CEEB Calculus BC >= 2 or CEEB Calculus AB Subscore >= 2 or ACT Mathematics >= 26 or SAT MATH SECTION SCORE-M16 >= 610,"An overview of basic principles of kinematics, dynamics,  elasticity, fluids, heat, thermodynamics, mechanical waves,  and interference and diffraction of mechanical waves."
PH1111,PH,1111,College Physics I Laboratory,1.0,"Fall, Spring, Summer",,"Experiments covering kinematics, forces, conservation of momentum and energy, waves, and thermodynamics are explored through guided construction.  The course provides inquiry-based laboratory experiences for concepts explored in PH1110."
PH1140,PH,1140,Applied College Physics I,3.0,Spring,MA1031 or MA1032 or MA1120 or MA1160(C) or MA1161(C) or MA1121(C) or MA2160(C) and (PH1100 or PH1111 or PH1141(C) or PH1161),"An algebra-based introduction to classical mechanics and its applications.  Topics include kinematics, Newton's laws, impulse and momentum, work and energy, simple harmonic motion, mechanical waves and sound, and temperature and heat."
PH1160,PH,1160,Honors Physics I - Mechanics,3.0,Fall,MA1160(C) or MA1161(C) or MA1121(C) or MA2160(C),"Calculus-based introduction to classical mechanics.  Topics include mathematical concepts, kinematics, Newton's laws, the gravitational force, work and energy, and collisions. Also introduces departmental facilities, research within the department, and professional opportunities in physics. Intended for physics majors; highly motivated students seeking an invigorating introduction to physics may enroll with permission of the instructor."
PH1161,PH,1161,Introduction to Experimental Physics I,1.0,Fall,,"A laboratory complement to PH1160. Experiments covering kinematics, force, conservation of momentum, conservation of energy, waves and thermodynamics are explored through guided construction. The course emphasizes understanding physical concepts through inquiry and the scientific method."
PH1162,PH,1162,Introduction to Physics Seminar,1.0,Fall,,"Introduction to the study of physics. Students will explore tools and habits for successful studies, understanding different undergraduate physic degrees, and course planning. Departmental research and career paths will be introduced through department faculty, Course also supports physics students' Essential Abilities."
PH1200,PH,1200,Physics by Inquiry II,1.0,"Fall, Spring, Summer",PH1100 or PH1111 or PH1141 or PH1161,"Experiments covering Coulomb's law, electric and magnetic fields, circuits, induction, and geometric optics are explored through guided construction. The course emphasizes understanding physical concepts through inquiry and the scientific method."
PH1210,PH,1210,College Physics II,3.0,"Spring, Summer",PH1200(C) and (PH1110 or PH1100),"An overview of basic principles of static and dynamic  electricity and magnetism, electromagnetic waves,  reflection and refraction of light, interference and  diffraction of light, special theory of relativity, wave  theory of matter, particle theory of electromagnetic waves,  theory of the atom, the nucleus, and elementary particles."
PH1240,PH,1240,Applied College Physics II,3.0,Fall,PH1140 or PH1110,"An overview of static and dynamic electricity and magnetism, electromagnetic waves, basic optics, and an introduction to modern and nuclear physics with an emphasis on problem solving and applications."
PH1360,PH,1360,Honors Physics II - Rotation and Vibration,2.0,Spring,(PH1160 or PH2100) and (MA2160(C) or MA3160(C)),"Continuation of PH 1160. Topics include rotational motion, simple harmonic motion and mechanical waves. Offered first half of spring semester."
PH1361,PH,1361,Introductory Experimental Physics II,1.0,Spring,,Laboratory complement to PH 1360.  Waves and thermodynamics are explored through guided construction. The course emphasizes understanding physical concepts through inquiry and the scientific method.
PH1500,PH,1500,Extraordinary Concepts in Physics,2.0,On Demand,,"Extraordinary concepts will be surveyed. Included will be time dilation and length contraction in Special Relativity, physics of Time Travel, curvature in General Relativity, interpretations of Uncertainty Principle, counter-intuitive examples of Two-Slit Experiment, Schrodinger's Cat, Maxwell's Demon, Bell's Inequality, curvature in cosmology, dark matter, dark energy, black hole evaporation, string theory, and gravitational lensing."
PH1600,PH,1600,Introductory Astronomy,2.0,"Fall, Spring, Summer",,"Introduces fundamentals of astronomy. Topics include  Kepler's and Newton's laws of motion, origin and evolution  of the solar system, galactic astronomy, extra-galactic  astronomy, cosmology, and modern instrumentation, including  space-based astronomy."
PH1610,PH,1610,Introductory Astronomy Lab,1.0,"Fall, Spring, Summer",,"Demonstrates fundamentals of astronomy using non-telescopic  and telescopic observations, and computer simulations.  Topics include angular size measurements, season-dependent  measurements, phases of the moon, phases and orbits of  planets, brightness of stars, introduction to the use of   MTU's Observatory, instrumentation, and applications of  computer programs involving cosmology."
PH2021,PH,2021,Introduction to Programming in Physics,1.0,Fall,,"Compiled programming languages, command lines, and scripts, and graphical display of data will be used to solve simple problems in physics."
PH2100,PH,2100,University Physics I-Mechanics,3.0,"Fall, Spring, Summer",PH1100(C) and (MA1160 or MA1161 or MA1121 or MA1135) or (CEEB Calculus AB >= 3 or CEEB Calculus BC >= 3 or CEEB Calculus AB Subscore >= 3 and MA2160(C) or MA3160(C)),"A calculus-based introduction to classical mechanics. Topics include kinematics, Newton's laws, impulse and momentum, work and energy, and the universal law of gravitation. C or better/AP credit in Calc 1 or co-requisite registration in PH2110 required."
PH2200,PH,2200,University Physics II-Electricity and Magnetism,3.0,"Fall, Spring, Summer",(PH1200(C) or PH2261(C)) and (PH2100 or PH1160) and MA2160,"A calculus-based introduction to electromagnetism. Topics  include Coulomb's law, electric fields, Gauss's law,  electric potential, capacitance, circuits, magnetic forces  and fields, Ampere's law, induction, Maxwell's equations,  and electromagnetic waves."
PH2230,PH,2230,Electronics for Scientists,4.0,Spring,PH2200 or PH2260,"An introduction to analog and digital electronics with an  emphasis on their use in the laboratory. Topics include  linear devices and basic linear circuit analysis; diodes;  transistors; op-amps; the use of digital components,  including logic gates, flip-flops, counters, clocks and  microcontrollers, and analog to digital conversions."
PH2260,PH,2260,Honors Physics III - Electricity and Magnetism,4.0,Fall,(PH1160 or PH2100) and (PH1200(C) or PH2261(C)) and MA2160,"Calculus-based introduction to electromagnetism.  Topics include Coulomb's law, electric fields, Gauss's law, electric potential, capacitance, circuits, magnetic forces and fields, Ampere's law, induction, Maxwell's equations, electromagnetic waves and geometrical optics."
PH2261,PH,2261,Introduction to Experimental Physics III,1.0,Fall,PH1100 or PH1161,"A laboratory complement to PH2260. Experiments covering Coulomb's law, electric and magnetic fields, circuits, induction, geometric optics, and modern physics are explored through guided construction. The course emphasizes understanding physical concepts through inquiry and the scientific method."
PH2300,PH,2300,University Physics III-Fluids and Thermodynamics,2.0,Spring,PH1160 or PH2100,"A calculus-based introduction to fluids and thermal  physics. Topics include fluid motion, propagation of heat  and sound, temperature and the kinetic theory of gases,  heat capacity and latent heat, first law of thermodynamics, heat engines and the second law, entropy, and an  introduction to statistical mechanics.  Offered second half of spring semester."
PH2400,PH,2400,University Physics IV-Waves and Modern Physics,3.0,"Fall, Spring, Summer",PH2200 or PH2260,"A calculus-based introduction to waves and modern physics.  Topics include interference and diffraction, special  relativity, photons and matter waves, the Bohr atom, wave  mechanics, atomic physics, molecular and solid-state  physics, and nuclear physics."
PH3110,PH,3110,Theoretical Mechanics I,3.0,Fall,(PH2200 or PH2260) and (MA3520 or MA3521 or MA3530 or MA3560),"An intermediate study of mechanics, including the study of  Newtonian mechanics of a single particle and multiple-particle systems, oscillations, motion in non-inertial reference frames, gravitation and central-force motion, and Lagrangian mechanics."
PH3111,PH,3111,Theoretical Mechanics II,3.0,Spring,PH3110,"A continuation of PH3110. Includes the study of the  rigid body motion, relativistic mechanics, and coupled oscillations. Additional topics may include chaos theory, Hamiltonian mechanics, and continuous systems."
PH3210,PH,3210,Optics,3.0,Fall,MA3520(C) or MA3521(C) or MA3530(C) or MA3560(C),"An introduction to geometrical and physical optics. Topics  in geometrical optics include ray analysis of mirrors,  lenses, prisms, and optical systems. Topics in physical  optics include polarization, interference, interferometry,  and diffraction. The laboratory explores optics through  experiments in imaging, fiber optics, interferometry, diffraction, polarization, and laser beam propagation."
PH3300,PH,3300,Thermodynamics and Statistical Mechanics,3.0,Spring,PH2300 or PH1360,"Thermodynamic systems, heat, work, laws of thermodynamics,  formal mathematical relations, cycles, phase equilibrium,  and multicomponent systems. Elementary kinetic theory.  Introduction to microscopic view of entropy, ensemble  theory, and applications of statistical mechanics."
PH3320,PH,3320,Methods of Theoretical Physics,3.0,Fall,MA3160 and (MA3520 or MA3521 or MA3530 or MA3560) and (PH2200 or PH2260),"Introduction to the techniques and methods frequently encountered in advanced physics with a particular emphasis on application to physical problems.  Topics include, but are not limited to, complex numbers, vector analysis, partial differential equations, and integral transforms."
PH3410,PH,3410,Quantum Physics I,3.0,Spring,PH2400 and (MA3520 or MA3521 or MA3530 or MA3560),"An introduction to the foundations of modern physics and  Schrodinger's wave mechanics. Topics include thermal  radiation, particle-like properties of radiation, Bohr's  model of the atom, matter waves, Schrodinger's wave  mechanics, quantization of angular momentum, and the  one-electron atom."
PH3411,PH,3411,Quantum Physics II,3.0,Fall,PH3410,"A continuation of PH3410. Includes the study of spin and  magnetic interactions, multi-electron atoms, quantum  statistics, molecules, solids, and elementary particles."
PH3480,PH,3480,Advanced Physics Laboratory,2.0,Spring,PH3210,"Through a series of experiments, students investigate physical phenomena that underlie modern physics. In the process, students become familiar with experimental techniques and instrumentation used in modern research laboratories."
PH4010,PH,4010,Senior Physics Colloquium I,1.0,Fall,,Class discussion of the literature in the field of physics.  Requires oral and written presentations.
PH4011,PH,4011,Senior Physics Colloquium II,1.0,Spring,PH4010,A continuation of PH4011. Class discussion of current  literature and recent advances in physics. Requires oral  and written presentations.  
PH4050,PH,4050,Qualitative Methods in Physics,1.0,Fall,,"General methods and approaches of the physicist, including  modeling, scaling, numerical estimation, and dimensional  analysis as applied to the development, understanding, and  solution of physics problems. Serves as an excellent preparation for students taking the GRE Subject Test in physics."
PH4080,PH,4080,Senior Research I,3.0,Fall,PH3480,"Introduction to research under the guidance of a faculty  member.  In addition, creative problem solving will be assessed via a student-initiated project."
PH4081,PH,4081,Senior Research II,3.0,Spring,PH4080,"Continuation of research under the guidance of a faculty  member, culminating in a written report and presentation of  results at an undergraduate research forum."
